SN2012hn_racs.fits Median Flux: -0.047 mJy/beam
SN2012hn_racs.fits Max Flux: 2.008 mJy/beam
SN2012hn_racs.fits Min Flux: -2.259 mJy/beam
SN2012hn_racs.fits SNR: 2.641
SN2012hn_racs.fits Observation Date: 2020-10-17T06:54:30
SN2001fz_racs.fits Mean Flux: 0.687 mJy/beam
SN2001fz_racs.fits Median Flux: 0.221 mJy/beam
SN2001fz_racs.fits Max Flux: 8.087 mJy/beam
SN2001fz_racs.fits Min Flux: -1.160 mJy/beam
SN2001fz_racs.fits SNR: 5.186
SN2001fz_racs.fits Observation Date: 2020-10-17T06:54:30
AT2022yzn_racs.fits Mean Flux: -0.022 mJy/beam
AT2022yzn_racs.fits Median Flux: -0.057 mJy/beam
AT2022yzn_racs.fits Max Flux: 2.038 mJy/beam
AT2022yzn_racs.fits Min Flux: -1.117 mJy/beam
AT2022yzn_racs.fits SNR: 5.296
AT2022yzn_racs.fits Observation Date: 2020-10-17T06:54:30
SN2018ld_racs.fits Mean Flux: -0.033 mJy/beam
SN2018ld_racs.fits Median Flux: -0.053 mJy/beam
SN2018ld_racs.fits Max Flux: 2.091 mJy/beam
SN2018ld_racs.fits Min Flux: -2.360 mJy/beam
SN2018ld_racs.fits SNR: 2.957
SN2018ld_racs.fits Observation Date: 2020-10-17T06:54:30

SN2005cn_racs.fits Mean Flux: -0.032 mJy/beam
SN2005cn_racs.fits Median Flux: -0.040 mJy/beam
SN2005cn_racs.fits Max Flux: 0.868 mJy/beam
SN2005cn_racs.fits Min Flux: -0.711 mJy/beam
SN2005cn_racs.fits SNR: 3.416
SN2005cn_racs.fits Observation Date: 2020-10-16T23:45:40
SN1997br_racs.fits Mean Flux: 0.052 mJy/beam
SN1997br_racs.fits Median Flux: 0.014 mJy/beam
SN1997br_racs.fits Max Flux: 1.339 mJy/beam
SN1997br_racs.fits Min Flux: -0.951 mJy/beam
SN1997br_racs.fits SNR: 3.794
SN1997br_racs.fits Observation Date: 2020-10-16T23:45:40
AT2021nzz_racs.fits Mean Flux: 0.293 mJy/beam
AT2021nzz_racs.fits Median Flux: 0.165 mJy/beam
AT2021nzz_racs.fits Max Flux: 2.306 mJy/beam
AT2021nzz_racs.fits Min Flux: -0.894 mJy/beam
AT2021nzz_racs.fits SNR: 4.475
AT2021nzz_racs.fits Observation Date: 2020-10-16T23:45:40
SN2022btu_racs.fits Mean Flux: 0.023 mJy/beam
SN2022btu_racs.fits Median Flux: 0.007 mJy/beam
SN2022btu_racs.fits Max Flux: 1.112 mJy/beam
SN2022btu_racs.fits Min Flux: -0.654 mJy/beam
SN2022btu_racs.fits SNR: 5.019
SN2022btu_racs.fits Observation Date: 2020-10-16T23:45:40
AT2017gfo_racs.fits Mean Flux: 0.128 mJy/beam
AT2017gfo_racs.fits Median Flux: 0.107 mJy/beam
AT2017gfo_racs.fits Max Flux: 2.633 mJy/beam
AT2017gfo_racs.fits Min Flux: -1.681 mJy/beam
AT2017gfo_racs.fits SNR: 3.926
AT2017gfo_racs.fits Observation Date: 2020-10-16T23:45:40
SN1996X_racs.fits Mean Flux: -0.084 mJy/beam
SN1996X_racs.fits Median Flux: -0.084 mJy/beam
SN1996X_racs.fits Max Flux: 0.868 mJy/beam
SN1996X_racs.fits Min Flux: -0.863 mJy/beam
SN1996X_racs.fits SNR: 3.215
SN1996X_racs.fits Observation Date: 2020-10-16T23:45:40

SN1998A_racs.fits Mean Flux: 0.352 mJy/beam
SN1998A_racs.fits Median Flux: 0.004 mJy/beam
SN1998A_racs.fits Max Flux: 7.567 mJy/beam
SN1998A_racs.fits Min Flux: -1.271 mJy/beam
SN1998A_racs.fits SNR: 6.033
SN1998A_racs.fits Observation Date: 2020-10-16T20:57:23

AT2018htr_racs.fits Mean Flux: 0.022 mJy/beam
AT2018htr_racs.fits Median Flux: 0.014 mJy/beam
AT2018htr_racs.fits Max Flux: 1.034 mJy/beam
AT2018htr_racs.fits Min Flux: -0.843 mJy/beam
AT2018htr_racs.fits SNR: 3.251
AT2018htr_racs.fits Observation Date: 2020-10-16T23:00:34
AT2018bwo_racs.fits Mean Flux: 0.027 mJy/beam
AT2018bwo_racs.fits Median Flux: -0.001 mJy/beam
AT2018bwo_racs.fits Max Flux: 1.092 mJy/beam
AT2018bwo_racs.fits Min Flux: -0.843 mJy/beam
AT2018bwo_racs.fits SNR: 3.349
AT2018bwo_racs.fits Observation Date: 2020-10-16T23:00:34
SN1990K_racs.fits Mean Flux: 1.941 mJy/beam
SN1990K_racs.fits Median Flux: 0.118 mJy/beam
SN1990K_racs.fits Max Flux: 76.275 mJy/beam
SN1990K_racs.fits Min Flux: -1.124 mJy/beam
SN1990K_racs.fits SNR: 10.913
SN1990K_racs.fits Observation Date: 2020-10-16T23:00:34

AT2018aqd_racs.fits Mean Flux: -0.046 mJy/beam
AT2018aqd_racs.fits Median Flux: -0.036 mJy/beam
AT2018aqd_racs.fits Max Flux: 0.630 mJy/beam
AT2018aqd_racs.fits Min Flux: -0.599 mJy/beam
AT2018aqd_racs.fits SNR: 3.069
AT2018aqd_racs.fits Observation Date: 2020-10-17T05:59:14
SN2012hb_racs.fits Mean Flux: 0.187 mJy/beam
SN2012hb_racs.fits Median Flux: 0.006 mJy/beam
SN2012hb_racs.fits Max Flux: 9.000 mJy/beam
SN2012hb_racs.fits Min Flux: -0.698 mJy/beam
SN2012hb_racs.fits SNR: 9.077
SN2012hb_racs.fits Observation Date: 2020-10-17T05:59:14

AT2016iyr_racs.fits Mean Flux: 0.146 mJy/beam
AT2016iyr_racs.fits Median Flux: 0.032 mJy/beam
AT2016iyr_racs.fits Max Flux: 10.936 mJy/beam
AT2016iyr_racs.fits Min Flux: -1.280 mJy/beam
AT2016iyr_racs.fits SNR: 11.641
AT2016iyr_racs.fits Observation Date: 2020-10-17T03:15:19

SN2022ame_racs.fits Mean Flux: 0.333 mJy/beam
SN2022ame_racs.fits Median Flux: 0.153 mJy/beam
SN2022ame_racs.fits Max Flux: 2.425 mJy/beam
SN2022ame_racs.fits Min Flux: -0.720 mJy/beam
SN2022ame_racs.fits SNR: 4.091
SN2022ame_racs.fits Observation Date: 2020-10-16T21:28:51
SN2021yja_racs.fits Mean Flux: 0.091 mJy/beam
SN2021yja_racs.fits Median Flux: 0.073 mJy/beam
SN2021yja_racs.fits Max Flux: 2.010 mJy/beam
SN2021yja_racs.fits Min Flux: -1.958 mJy/beam
SN2021yja_racs.fits SNR: 3.236
SN2021yja_racs.fits Observation Date: 2020-10-16T21:28:51
SN2007Y_racs.fits Mean Flux: 0.783 mJy/beam
SN2007Y_racs.fits Median Flux: 0.094 mJy/beam
SN2007Y_racs.fits Max Flux: 29.190 mJy/beam
SN2007Y_racs.fits Min Flux: -0.777 mJy/beam
SN2007Y_racs.fits SNR: 10.918
SN2007Y_racs.fits Observation Date: 2020-10-16T21:28:51
SN2003if_racs.fits Mean Flux: 0.247 mJy/beam
SN2003if_racs.fits Median Flux: 0.094 mJy/beam
SN2003if_racs.fits Max Flux: 29.560 mJy/beam
SN2003if_racs.fits Min Flux: -1.024 mJy/beam
SN2003if_racs.fits SNR: 18.544
SN2003if_racs.fits Observation Date: 2020-10-16T21:28:51
SN2003hv_racs.fits Mean Flux: 0.011 mJy/beam
SN2003hv_racs.fits Median Flux: -0.000 mJy/beam
SN2003hv_racs.fits Max Flux: 2.458 mJy/beam
SN2003hv_racs.fits Min Flux: -0.679 mJy/beam
SN2003hv_racs.fits SNR: 9.081
SN2003hv_racs.fits Observation Date: 2020-10-16T21:28:51

AT2021ablz_racs.fits Mean Flux: 2.751 mJy/beam
AT2021ablz_racs.fits Median Flux: 0.575 mJy/beam
AT2021ablz_racs.fits Max Flux: 45.931 mJy/beam
AT2021ablz_racs.fits Min Flux: -1.046 mJy/beam
AT2021ablz_racs.fits SNR: 9.719
AT2021ablz_racs.fits Observation Date: 2020-10-16T23:29:03
SN2006ce_racs.fits Mean Flux: 1.894 mJy/beam
SN2006ce_racs.fits Median Flux: 0.165 mJy/beam
SN2006ce_racs.fits Max Flux: 51.997 mJy/beam
SN2006ce_racs.fits Min Flux: -1.087 mJy/beam
SN2006ce_racs.fits SNR: 10.082
SN2006ce_racs.fits Observation Date: 2020-10-16T23:29:03
SN1994ai_racs.fits Mean Flux: 3.411 mJy/beam
SN1994ai_racs.fits Median Flux: 1.204 mJy/beam
SN1994ai_racs.fits Max Flux: 18.535 mJy/beam
SN1994ai_racs.fits Min Flux: -0.805 mJy/beam
SN1994ai_racs.fits SNR: 4.247
SN1994ai_racs.fits Observation Date: 2020-10-16T23:29:03

AT2020pju_racs.fits Mean Flux: 2.912 mJy/beam
AT2020pju_racs.fits Median Flux: 0.313 mJy/beam
AT2020pju_racs.fits Max Flux: 46.864 mJy/beam
AT2020pju_racs.fits Min Flux: -0.624 mJy/beam
AT2020pju_racs.fits SNR: 6.581
AT2020pju_racs.fits Observation Date: 2020-10-16T21:51:07
SN2005ke_racs.fits Mean Flux: 0.215 mJy/beam
SN2005ke_racs.fits Median Flux: -0.031 mJy/beam
SN2005ke_racs.fits Max Flux: 7.085 mJy/beam
SN2005ke_racs.fits Min Flux: -0.834 mJy/beam
SN2005ke_racs.fits SNR: 7.454
SN2005ke_racs.fits Observation Date: 2020-10-16T21:51:07

